"RNC_N=300,mq=1,p=0.096000",300.000000, 138, 197, 0.656667, -0.319148, 134.178741, 1.126914, 139.815170, 0.769167, 8, 1.313333, 2532.541016, 300, 0.003333
"RNC_N=300,mq=1,p=0.098000",300.000000, 183, 313, 1.043333, -0.405481, 133.352036, 1.212727, 174.274048, 0.716927, 11, 2.086667, 12327.777344, 300, 0.003333
"RNC_N=300,mq=1,p=0.100000",300.000000, 152, 229, 0.763333, -0.366854, 122.743988, 1.174881, 156.689224, 0.745313, 10, 1.526667, 7044.771973, 300, 0.003333
"RNC_N=300,mq=1,p=0.102000",300.000000, 218, 372, 1.240000, -0.495676, 122.856880, 1.229968, 201.139954, 0.672083, 14, 2.480000, 10770.893555, 300, 0.003333
"RNC_N=300,mq=1,p=0.104000",300.000000, 202, 346, 1.153333, -0.511624, 119.618561, 1.126605, 196.571335, 0.677500, 11, 2.306667, 16041.694336, 300, 0.003333
"RNC_N=300,mq=1,p=0.106000",300.000000, 197, 292, 0.973333, -0.453652, 122.089813, 1.122337, 176.692612, 0.709167, 11, 1.946667, 9575.133789, 300, 0.003333
"RNC_N=300,mq=1,p=0.108000",300.000000, 261, 495, 1.650000, -0.631414, 103.313171, 1.196554, 240.603424, 0.608906, 14, 3.300000, 35097.027344, 300, 0.003333
"RNC_N=300,mq=1,p=0.110000",300.000000, 225, 337, 1.123333, -0.508447, 121.720474, 1.210123, 205.788681, 0.666042, 12, 2.246667, 12449.698242, 300, 0.003333
"RNC_N=300,mq=1,p=0.112000",300.000000, 214, 337, 1.123333, -0.464933, 130.806396, 1.272490, 194.255493, 0.684740, 14, 2.246667, 10103.706055, 300, 0.003333
"RNC_N=300,mq=1,p=0.114000",300.000000, 214, 329, 1.096667, -0.488522, 140.136765, 1.229467, 197.371872, 0.676042, 12, 2.193333, 8414.750000, 300, 0.003333
"RNC_N=300,mq=1,p=0.116000",300.000000, 163, 224, 0.746667, -0.317722, 144.693436, 1.229674, 152.140961, 0.752344, 9, 1.493333, 2068.994629, 300, 0.003333
"RNC_N=300,mq=1,p=0.118000",300.000000, 54, 138, 0.460000, -0.170352, 122.320572, 1.117991, 101.633835, 0.833594, 8, 0.920000, 736.078247, 300, 0.003333
